FECHA,HORA,CANTON,PARROQUIA,ZONA,LATITUD_Y,LONGITUD_X,DIRECCION,TIPO_DE_SINIESTRO,CAUSA_PROBABLE,TIPO_DE_VEHICULO_1,LESIONADOS,FALLECIDOS,FERIADO,ANIO,MES,DIA,DIA_SEMANA,NOMBRE_DIA,HORA_DECIMAL,HORA_NUM,RANGO_HORARIO,TOTAL_VICTIMAS,NUM_ACCIDENTES,RIESGO_PORCENTAJE,NIVEL_RIESGO
2024-04-26,16:44:59.942000,CUENCA,TARQUI (CUENCA),RURAL,-2.969028,-79.048751,RED VIAL E-35 KM 6,CHOQUE POSTERIOR,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CAMIONETA,0,0,NO,2024,4,26,4,VIERNES,16.749722222222225,16,TARDE,0,1,9.09,BAJO
2024-04-27,17:09:59.933000,CUENCA,BAÑOS (CUENCA),RURAL,-2.951361,-79.048056,RED VIAL E 35 KM 3.5,CHOQUE FRONTAL,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,AUTOMÓVIL,6,0,NO,2024,4,27,5,SABADO,17.16638888888889,17,TARDE,6,1,9.09,BAJO
2024-05-01,16:26:00,CUENCA,CUENCA,URBANA,-2.915555,-79.013479,DON BOSCO Y PABLO PICASSO,CHOQUE LATERAL,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,MOTOCICLETA,2,0,NO,2024,5,1,2,MIERCOLES,16.433333333333334,16,TARDE,2,8,72.73,ALTO
2024-05-01,19:55:00,CUENCA,CUENCA,URBANA,-2.883246,-78.958064,PANAMERICANA NORTE Y SN,CHOQUE LATERAL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CAMIÓN,1,0,NO,2024,5,1,2,MIERCOLES,19.916666666666668,19,NOCHE,1,4,36.36,BAJO
2024-05-01,12:29:00,CUENCA,CUENCA,URBANA,-2.905999,-79.026652,CANTON GUALACEO Y LOJA,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",NO IDENTIFICADO,1,0,NO,2024,5,1,2,MIERCOLES,12.483333333333333,12,TARDE,1,8,72.73,ALTO
2024-05-02,06:40:00,CUENCA,CUENCA,URBANA,-2.879262,-78.981499,AV AMERICAS Y PASEO MILCHICHIG,COLISIÓN,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,AUTOMÓVIL,0,0,SI,2024,5,2,3,JUEVES,6.666666666666667,6,MANANA,0,2,18.18,BAJO
2024-05-02,12:50:00,CUENCA,CUENCA,URBANA,-2.896019,-78.999687,MARISCAL LAMAR Y VARGAS MACHUCA,ATROPELLOS,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,VEHÍCULO DEPORTIVO UTILITARIO,1,0,SI,2024,5,2,3,JUEVES,12.833333333333334,12,TARDE,1,2,18.18,BAJO
2024-05-03,12:03:00,CUENCA,CUENCA,URBANA,-2.903214,-79.012637,REMIGIO ROMERO Y REMIGIO TAMARIZ CRESPO,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,SI,2024,5,3,4,VIERNES,12.05,12,TARDE,0,1,9.09,BAJO
2024-05-03,01:02:00,CUENCA,CUENCA,URBANA,-2.910629,-78.995637,12 DE ABRIL Y HUAYNA CAPAC,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,SI,2024,5,3,4,VIERNES,1.0333333333333334,1,MADRUGADA,0,1,9.09,BAJO
2024-05-03,22:01:00,CUENCA,CUENCA,URBANA,-2.900849,-78.97334,RED ESTATAL E35 KM 700 Y VÍA MONAY BAGUANCHI,PÉRDIDA DE CARRIL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,SI,2024,5,3,4,VIERNES,22.016666666666666,22,NOCHE,0,3,27.27,BAJO
2024-05-03,19:37:00,CUENCA,CUENCA,URBANA,-2.912966,-79.032236,DON BOSCO Y EL SALADO,CHOQUE LATERAL,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,MOTOCICLETA,1,0,SI,2024,5,3,4,VIERNES,19.616666666666667,19,NOCHE,1,3,27.27,BAJO
2024-05-03,21:54:00,CUENCA,CUENCA,URBANA,-2.904203,-79.023678,LOJA  E ISABEL LANDIVAR,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VEHÍCULO DEPORTIVO UTILITARIO,0,0,SI,2024,5,3,4,VIERNES,21.9,21,NOCHE,0,3,27.27,BAJO
2024-05-04,22:52:00,CUENCA,CUENCA,URBANA,-2.915666,-79.010013,SOLANO Y PRIMERO DE MAYO,CHOQUE LATERAL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,SI,2024,5,4,5,SABADO,22.866666666666667,22,NOCHE,0,3,27.27,BAJO
2024-05-04,23:13:00,CUENCA,CUENCA,URBANA,-2.919811,-79.051214,RICARDO DURAN Y DE LA RONDA,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,SI,2024,5,4,5,SABADO,23.216666666666665,23,NOCHE,1,3,27.27,BAJO
2024-05-05,04:01:00,CUENCA,CUENCA,URBANA,-2.899087,-79.022309,BRASIL Y GUANTÁNAMO,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,SI,2024,5,5,6,DOMINGO,4.016666666666667,4,MADRUGADA,0,2,18.18,BAJO
2024-05-06,07:36:00,CUENCA,CUENCA,URBANA,-2.88975,-78.963928,GONZALEZ SUAREZ Y AV AMERICAS,ROZAMIENTOS,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,SCOOTER ELÉCTRICO,0,1,NO,2024,5,6,0,LUNES,7.6,7,MANANA,1,4,36.36,BAJO
2024-05-06,07:00:00,CUENCA,CUENCA,URBANA,-2.905255,-79.038702,PRIMERO DE MAYO Y CARMELA MALO,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",MOTOCICLETA,3,0,NO,2024,5,6,0,LUNES,7.0,7,MANANA,3,4,36.36,BAJO
2024-05-06,13:06:00,CUENCA,CUENCA,URBANA,-2.894095,-78.96051,RED ESTATAL E35 KM 699 Y AV AMERICAS,ROZAMIENTOS,"MAL ESTACIONADO - EL CONDUCTOR QUE DETENGA O ESTACIONE VEHÍCULOS EN SITIOS O ZONAS QUE ENTRAÑEN PELIGRO, TALES COMO ZONA DE SEGURIDAD, CURVAS, PUENTES, TÚNELES, PENDIENTES.",MOTOCICLETA,1,0,NO,2024,5,6,0,LUNES,13.1,13,TARDE,1,4,36.36,BAJO
2024-05-06,23:49:00,CUENCA,CUENCA,URBANA,-2.84931,-78.918137,PANAMERICANA NORTE Y SN,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,5,6,0,LUNES,23.816666666666666,23,NOCHE,1,3,27.27,BAJO
2024-05-06,17:26:00,CUENCA,CUENCA,URBANA,-2.854229,-78.991318,CAMINO LA COMPAÑIA Y SN,PÉRDIDA DE PISTA,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",NO IDENTIFICADO,1,0,NO,2024,5,6,0,LUNES,17.433333333333334,17,TARDE,1,4,36.36,BAJO
2024-05-07,13:08:00,CUENCA,CUENCA,URBANA,-2.880987,-79.062935,ORDOÑEZ LASSO Y DE LA ORTIGA,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,MOTOCICLETA,1,0,NO,2024,5,7,1,MARTES,13.133333333333333,13,TARDE,1,7,63.64,MEDIO
2024-05-05,02:15:00,CUENCA,CUENCA,URBANA,-2.900287,-79.003512,BORRERO Y JUAN JARAMILLO,ESTRELLAMIENTOS,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,SI,2024,5,5,6,DOMINGO,2.25,2,MADRUGADA,0,2,18.18,BAJO
2024-05-07,17:35:00,CUENCA,CUENCA,URBANA,-2.902249,-79.01482,REMIGIO CRESPO Y LORENZO PIEDRA,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,1,0,NO,2024,5,7,1,MARTES,17.583333333333332,17,TARDE,1,7,63.64,MEDIO
2024-05-07,15:48:00,CUENCA,CUENCA,URBANA,-2.911952,-79.036029,AV AMERICAS Y DON BOSCO,CAÍDA DE PASAJERO,BAJARSE O SUBIRSE DE VEHÍCULOS EN MOVIMIENTO SIN TOMAR LAS PRECAUCIONES DEBIDAS.,BUS,1,0,NO,2024,5,7,1,MARTES,15.8,15,TARDE,1,7,63.64,MEDIO
2024-05-07,18:09:00,CUENCA,CUENCA,URBANA,-2.917499,-78.992484,RED ESTATAL E35 KM 703 Y SN,CHOQUE POSTERIOR,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",BICICLETA,1,0,NO,2024,5,7,1,MARTES,18.15,18,NOCHE,1,4,36.36,BAJO
2024-05-07,17:15:00,CUENCA,CUENCA,URBANA,-2.909996,-79.007621,LUIS MORENO MORA Y SOLANO,CHOQUE FRONTAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,MOTOCICLETA,1,0,NO,2024,5,7,1,MARTES,17.25,17,TARDE,1,7,63.64,MEDIO
2024-05-08,15:34:00,CUENCA,CUENCA,URBANA,-2.911689,-79.006376,10 DE AGOSTO Y MIGUEL MORENO,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,MOTOCICLETA,1,0,NO,2024,5,8,2,MIERCOLES,15.566666666666666,15,TARDE,1,8,72.73,ALTO
2024-05-10,15:28:00,CUENCA,CUENCA,URBANA,-2.909423,-78.997284,12 DE ABRIL Y ARIRUMBA,COLISIÓN,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,VEHÍCULO DEPORTIVO UTILITARIO,0,0,NO,2024,5,10,4,VIERNES,15.466666666666667,15,TARDE,0,7,63.64,MEDIO
2024-05-10,14:49:00,CUENCA,CUENCA,URBANA,-2.860921,-78.934515,PANAMERICANA NORTE Y ESTUARDO CISNEROS SEMERIA VIA A LLACAO,CHOQUE POSTERIOR,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VEHÍCULO DEPORTIVO UTILITARIO,0,0,NO,2024,5,10,4,VIERNES,14.816666666666666,14,TARDE,0,7,63.64,MEDIO
2024-05-10,15:20:00,CUENCA,CUENCA,URBANA,-2.896452,-78.989827,GUAPONDELIG Y RIO PALORA,CHOQUE LATERAL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,2,0,NO,2024,5,10,4,VIERNES,15.333333333333334,15,TARDE,2,7,63.64,MEDIO
2024-05-11,07:27:00,CUENCA,CUENCA,URBANA,-2.905651,-79.000829,12 DE ABRIL Y JOSE PERALTA,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,2,0,NO,2024,5,11,5,SABADO,7.45,7,MANANA,2,1,9.09,BAJO
2024-05-09,18:20:00,CUENCA,CUENCA,URBANA,-2.894701,-79.000652,GASPAR SANGURIMA Y MARIANO CUEVA,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIONETA,0,0,NO,2024,5,9,3,JUEVES,18.333333333333332,18,NOCHE,0,5,45.45,MEDIO
2024-05-11,02:31:00,CUENCA,CUENCA,URBANA,-2.887517,-79.009808,AV AMERICAS Y HEROES DE VERDELOMA,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIONETA,0,0,NO,2024,5,11,5,SABADO,2.5166666666666666,2,MADRUGADA,0,2,18.18,BAJO
2024-05-11,20:22:00,CUENCA,CUENCA,URBANA,-2.901998,-79.029234,AV AMERICAS Y MEXICO,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,2,0,NO,2024,5,11,5,SABADO,20.366666666666667,20,NOCHE,2,2,18.18,BAJO
2024-05-11,20:27:00,CUENCA,CUENCA,URBANA,-2.909769,-79.008401,SOLANO Y ALFONSO MORENO MORA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,1,1,NO,2024,5,11,5,SABADO,20.45,20,NOCHE,2,2,18.18,BAJO
2024-05-13,06:59:00,CUENCA,CUENCA,URBANA,-2.915697,-79.033005,LOJA Y HILARIO CHICA,CHOQUE LATERAL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VEHÍCULO DEPORTIVO UTILITARIO,3,0,NO,2024,5,13,0,LUNES,6.983333333333333,6,MANANA,3,4,36.36,BAJO
2024-05-13,06:57:00,CUENCA,SININCAY,RURAL,-2.875885,-79.011945,VIA A LAZARETO Y SN,PÉRDIDA DE PISTA,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,5,13,0,LUNES,6.95,6,MANANA,1,1,9.09,BAJO
2024-05-13,11:14:00,CUENCA,CUENCA,URBANA,-2.913063,-79.007655,BELISARIO ANDRADE Y ADOLFO TORRES,ATROPELLOS,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,NO IDENTIFICADO,1,0,NO,2024,5,13,0,LUNES,11.233333333333333,11,MANANA,1,4,36.36,BAJO
2024-05-13,18:37:00,CUENCA,CUENCA,URBANA,-2.881382,-79.061649,ORDOÑEZ LASSO Y DE LA MENTA,CHOQUE LATERAL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",MOTOCICLETA,2,0,NO,2024,5,13,0,LUNES,18.616666666666667,18,NOCHE,2,3,27.27,BAJO
2024-05-15,20:12:00,CUENCA,CUENCA,URBANA,-2.904049,-79.031525,AV AMERICAS Y ENRIQUE ARIZAGA,CHOQUE POSTERIOR,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,NO,2024,5,15,2,MIERCOLES,20.2,20,NOCHE,0,4,36.36,BAJO
2024-05-15,18:11:00,CUENCA,BAÑOS (CUENCA),RURAL,-2.920724,-79.06554,RICARDO DURAN Y PRIMERO DE SEPTIEMBRE,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,4,0,NO,2024,5,15,2,MIERCOLES,18.183333333333334,18,NOCHE,4,1,9.09,BAJO
2024-05-16,18:36:00,CUENCA,CUENCA,URBANA,-2.874101,-78.939643,RED ESTATAL E35 KM -0+696 Y VIA PACCHA,CHOQUE POSTERIOR,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,1,0,NO,2024,5,16,3,JUEVES,18.6,18,NOCHE,1,5,45.45,MEDIO
2024-05-16,21:17:00,CUENCA,RICAURTE (CUENCA),RURAL,-2.875461,-78.950533,VIA MOLINOPAMBA BAJO Y SN,PÉRDIDA DE CARRIL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CAMIONETA,1,0,NO,2024,5,16,3,JUEVES,21.283333333333335,21,NOCHE,1,2,18.18,BAJO
2024-05-17,08:46:00,CUENCA,CUENCA,URBANA,-2.899967,-78.97724,PUMAPUNGO Y BENITO JUAREZ,ROZAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIÓN,0,0,NO,2024,5,17,4,VIERNES,8.766666666666667,8,MANANA,0,5,45.45,MEDIO
2024-05-17,17:27:00,CUENCA,SININCAY,RURAL,-2.852455,-79.01202,VÍA A SININCAY Y SN,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",NO IDENTIFICADO,0,0,NO,2024,5,17,4,VIERNES,17.45,17,TARDE,0,1,9.09,BAJO
2024-05-17,18:14:00,CUENCA,CUENCA,URBANA,-2.846255,-78.913039,PANAMERICANA NORTE Y DEL BOMBERO,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,NO,2024,5,17,4,VIERNES,18.233333333333334,18,NOCHE,0,5,45.45,MEDIO
2024-05-16,18:43:00,CUENCA,RICAURTE (CUENCA),RURAL,-2.867621,-78.964173,18 DE NOVIEMBRE Y 19 DE NOVIEMBRE,ROZAMIENTOS,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,VEHÍCULO DEPORTIVO UTILITARIO,2,0,NO,2024,5,16,3,JUEVES,18.716666666666665,18,NOCHE,2,2,18.18,BAJO
2024-05-16,19:41:00,CUENCA,CUENCA,URBANA,-2.909825,-78.984967,24 DE MAYO Y AMBATO,CHOQUE POSTERIOR,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VEHÍCULO DEPORTIVO UTILITARIO,4,0,NO,2024,5,16,3,JUEVES,19.683333333333334,19,NOCHE,4,5,45.45,MEDIO
2024-05-29,11:56:00,CUENCA,CUENCA,URBANA,-2.885364,-78.992529,AV AMERICAS Y ESCALERAS,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,5,29,2,MIERCOLES,11.933333333333334,11,MANANA,1,5,45.45,MEDIO
2024-05-18,03:53:00,CUENCA,CUENCA,URBANA,-2.87762,-78.998179,DE LOS QUESITOS Y DE LAS QUESADILLAS,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,NO,2024,5,18,5,SABADO,3.8833333333333333,3,MADRUGADA,0,2,18.18,BAJO
2024-05-19,00:03:00,CUENCA,RICAURTE (CUENCA),RURAL,-2.858895,-78.968842,VIA A CHECA Y DE LAS ALDEAS,PÉRDIDA DE PISTA,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",MOTOCICLETA,1,0,NO,2024,5,19,6,DOMINGO,0.05,0,MADRUGADA,1,1,9.09,BAJO
2024-05-16,18:29:00,CUENCA,CUENCA,URBANA,-2.899315,-78.968434,RED ESTATAL E35 KM700 Y CUZCO,COLISIÓN,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VEHÍCULO DEPORTIVO UTILITARIO,0,0,NO,2024,5,16,3,JUEVES,18.483333333333334,18,NOCHE,0,5,45.45,MEDIO
2024-05-20,16:13:00,CUENCA,CUENCA,URBANA,-2.882401,-78.987148,AV AMERICAS Y HUACAS,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,MOTOCICLETA,1,0,NO,2024,5,20,0,LUNES,16.216666666666665,16,TARDE,1,4,36.36,BAJO
2024-05-21,12:26:00,CUENCA,CUENCA,URBANA,-2.899774,-79.011803,LOJA Y LORENZO PIEDRA,CHOQUE LATERAL,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,NO IDENTIFICADO,1,0,NO,2024,5,21,1,MARTES,12.433333333333334,12,TARDE,1,7,63.64,MEDIO
2024-05-21,18:00:00,CUENCA,CUENCA,URBANA,-2.881838,-78.995411,TURUHUAYCO Y OBISPO ALBERTO ORDOÑEZ CRESPO,CHOQUE LATERAL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,0,0,NO,2024,5,21,1,MARTES,18.0,18,NOCHE,0,4,36.36,BAJO
2024-05-21,20:53:00,CUENCA,CUENCA,URBANA,-2.910237,-79.048165,CARLOS ARIZAGA TORAL Y CANTON ALFREDO BAQUERIZO MORENO,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,NO,2024,5,21,1,MARTES,20.883333333333333,20,NOCHE,0,4,36.36,BAJO
2024-05-22,02:14:00,CUENCA,CUENCA,URBANA,-2.910543,-79.010308,10 DE AGOSTO Y FEDERICO PROAÑO,PÉRDIDA DE PISTA,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,5,22,2,MIERCOLES,2.2333333333333334,2,MADRUGADA,1,1,9.09,BAJO
2024-05-22,18:28:00,CUENCA,CUENCA,URBANA,-2.919092,-79.016822,JOSE ORTEGA Y GASSET Y FELIPE SEGUNDO,CHOQUE LATERAL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,5,22,2,MIERCOLES,18.466666666666665,18,NOCHE,1,4,36.36,BAJO
2024-05-22,08:36:00,CUENCA,CUENCA,URBANA,-2.923651,-79.043404,PEDRO VICENTE MALDONADO Y ANTONIO ULLOA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",VEHÍCULO DEPORTIVO UTILITARIO,0,0,NO,2024,5,22,2,MIERCOLES,8.6,8,MANANA,0,5,45.45,MEDIO
2024-05-22,21:13:00,CUENCA,CUENCA,URBANA,-2.917764,-79.015708,JOSE ORTEGA Y GASSET Y SN,CHOQUE LATERAL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,5,22,2,MIERCOLES,21.216666666666665,21,NOCHE,1,4,36.36,BAJO
2024-05-22,07:26:00,CUENCA,CUENCA,URBANA,-2.901921,-78.996796,HUAYNA CAPAC Y JUAN JARAMILLO,CHOQUE LATERAL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",VEHÍCULO DEPORTIVO UTILITARIO,2,0,NO,2024,5,22,2,MIERCOLES,7.433333333333334,7,MANANA,2,5,45.45,MEDIO
